date,ISM Manufacturing,ISM Nonmanufacturing SA,ISM Manufacturing Production,ISM Manufacturing New Orders,ISM Manufacturing Employment,ISM Manufacturing Prices,ISM Manufacturing Exports Orders,ISM Manufacturing Inventory level,ISM Nonmanufacturing Production,ISM Nonmanufacturing New Orders,ISM Nonmanufacturing Employment,ISM Nonmanufacturing Prices
4/1/1961,57.6,#N/A N/A,61.7,67.7,53.2,51.8,#N/A N/A,41.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1961,58.9,#N/A N/A,66.6,64.8,56.3,55,#N/A N/A,44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1961,58.1,#N/A N/A,65.3,64,55.1,50,#N/A N/A,42,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1961,58.2,#N/A N/A,64.3,64.5,54.1,50.9,#N/A N/A,45.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1961,60.7,#N/A N/A,68.4,62.9,58.3,52.2,#N/A N/A,54.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1961,63,#N/A N/A,66.8,69.5,61.1,53.9,#N/A N/A,56.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1961,62.2,#N/A N/A,66.3,68.3,58.2,55.5,#N/A N/A,56.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1961,59,#N/A N/A,58.3,65.1,59,51.9,#N/A N/A,54.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1961,64.2,#N/A N/A,66.1,73.4,58.6,56.3,#N/A N/A,56.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1962,60.9,#N/A N/A,66.4,59.4,60.3,57.1,#N/A N/A,59,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1962,61.1,#N/A N/A,64.7,61.8,60.5,54.7,#N/A N/A,58.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1962,60.6,#N/A N/A,66.9,60.1,57.6,56.8,#N/A N/A,57.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1962,55.1,#N/A N/A,57.4,57.3,55.6,53.6,#N/A N/A,53.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1962,52.2,#N/A N/A,55.3,53.6,52.3,52,#N/A N/A,50.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1962,50.8,#N/A N/A,54.8,52.5,51.6,51.7,#N/A N/A,46.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1962,51,#N/A N/A,54.7,53.2,51.2,51.6,#N/A N/A,43.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1962,49.5,#N/A N/A,52.5,52.9,47,47.7,#N/A N/A,45.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1962,50,#N/A N/A,52.4,53,49.7,45.4,#N/A N/A,42.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1962,51.2,#N/A N/A,54,53.6,49.9,43.9,#N/A N/A,46.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1962,53.8,#N/A N/A,56.9,57.8,48.7,47.1,#N/A N/A,51.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1962,57.2,#N/A N/A,63.3,59.7,54.6,47.3,#N/A N/A,50.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1963,55.2,#N/A N/A,56.5,60.9,52.5,48.5,#N/A N/A,47.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1963,55.1,#N/A N/A,57.7,60.4,50.2,51.7,#N/A N/A,48.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1963,54.7,#N/A N/A,56.3,57.5,52.4,47.5,#N/A N/A,46.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1963,57.6,#N/A N/A,61,60.6,52.7,55,#N/A N/A,48.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1963,59.8,#N/A N/A,60.4,66.9,53.5,67.1,#N/A N/A,54.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1963,58.2,#N/A N/A,60.6,61.9,52.6,58.7,#N/A N/A,55,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1963,55.5,#N/A N/A,60.4,60.1,52,61,#N/A N/A,54,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1963,55.1,#N/A N/A,56.8,62,51.1,59.8,#N/A N/A,48.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1963,56.9,#N/A N/A,63.2,59.8,54.8,57.8,#N/A N/A,47.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1963,57.7,#N/A N/A,63.3,64,54.5,76.9,#N/A N/A,46.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1963,57.5,#N/A N/A,64.1,63.7,53.5,66.2,#N/A N/A,43.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1963,54,#N/A N/A,60.7,58.6,48.4,64.4,#N/A N/A,44.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1964,57.1,#N/A N/A,63.3,61.3,51.4,60,#N/A N/A,42.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1964,57.9,#N/A N/A,64,61.8,52.7,60.1,#N/A N/A,50.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1964,60.2,#N/A N/A,64.4,61.7,55.2,60.6,#N/A N/A,54.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1964,59.2,#N/A N/A,60.6,63.6,55.2,65.4,#N/A N/A,53.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1964,58.7,#N/A N/A,61,59.9,56,60.3,#N/A N/A,50.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1964,60.1,#N/A N/A,62.1,64.7,55.7,58.9,#N/A N/A,53.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1964,62.9,#N/A N/A,63.7,69.9,56.3,60.9,#N/A N/A,55.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1964,63.3,#N/A N/A,63.9,68,58,61.7,#N/A N/A,53.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1964,63.3,#N/A N/A,64.9,63.3,56.8,64.8,#N/A N/A,59,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1964,60.7,#N/A N/A,61.8,58.9,55,68.8,#N/A N/A,59.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1964,61.8,#N/A N/A,62.1,60.7,57.3,68.5,#N/A N/A,61,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1964,62.4,#N/A N/A,63.5,64.4,55.2,69.6,#N/A N/A,59.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1965,61,#N/A N/A,58.2,62.3,56.7,70.7,#N/A N/A,61.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1965,62.1,#N/A N/A,59.8,63.2,58.3,64.8,#N/A N/A,63.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1965,64.9,#N/A N/A,65.7,68.7,61.2,64.5,#N/A N/A,57.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1965,62,#N/A N/A,62.6,59.8,59.2,68.7,#N/A N/A,61.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1965,61.3,#N/A N/A,62.4,60.2,56.4,70,#N/A N/A,60.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1965,58.7,#N/A N/A,57.5,57.4,55.4,73.2,#N/A N/A,55.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1965,58.1,#N/A N/A,59,56.6,56.2,71.8,#N/A N/A,53.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1965,58.1,#N/A N/A,56.6,56,58,70.5,#N/A N/A,57.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1965,61,#N/A N/A,63.8,63.6,56.2,66.3,#N/A N/A,55.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1965,58.6,#N/A N/A,60.5,62,56.9,68.6,#N/A N/A,46.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1965,59.4,#N/A N/A,60.9,61.9,54.7,70.6,#N/A N/A,48.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1965,62.8,#N/A N/A,64.4,62.9,60.2,67,#N/A N/A,47.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1966,65.8,#N/A N/A,68.4,66.5,62.6,75.9,#N/A N/A,49.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1966,65.5,#N/A N/A,66.1,66.1,61.2,80.9,#N/A N/A,48.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1966,65.7,#N/A N/A,63.8,64.3,61.5,85.7,#N/A N/A,52.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1966,64.2,#N/A N/A,63.1,64.3,59.9,83.9,#N/A N/A,53,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1966,57.7,#N/A N/A,55.5,52.7,57,83.3,#N/A N/A,53.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1966,59,#N/A N/A,57.6,55.9,58.8,81.5,#N/A N/A,53.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1966,60.3,#N/A N/A,59.3,56.3,58.9,79.7,#N/A N/A,57.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1966,58.5,#N/A N/A,57.7,53.3,56.4,79.5,#N/A N/A,57,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1966,58.7,#N/A N/A,57.9,55.2,56.5,73.7,#N/A N/A,54.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1966,57.2,#N/A N/A,57,51.6,56.9,70.3,#N/A N/A,58.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1966,53.7,#N/A N/A,54.2,46.8,55.6,71.9,#N/A N/A,55.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1966,52.4,#N/A N/A,54.1,48.8,50.7,67.6,#N/A N/A,53.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1967,49.1,#N/A N/A,54.1,46.2,48.3,72.9,#N/A N/A,48.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1967,47.6,#N/A N/A,50.4,45.1,47.6,61.8,#N/A N/A,45.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1967,45.3,#N/A N/A,48.7,45.3,46.3,54,#N/A N/A,45.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1967,42.8,#N/A N/A,44.3,46.4,41.8,56.3,#N/A N/A,39.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1967,44.5,#N/A N/A,48,47.6,45.5,56.1,#N/A N/A,39.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1967,46.8,#N/A N/A,50.7,51.8,45.8,58.4,#N/A N/A,39.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1967,49.5,#N/A N/A,53.4,53.7,50.2,63.9,#N/A N/A,38.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1967,52.2,#N/A N/A,56.4,55.4,52.9,67.5,#N/A N/A,41.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1967,54.9,#N/A N/A,57.4,62,51.6,75.2,#N/A N/A,46.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1967,54.1,#N/A N/A,57.7,55.8,52.4,78.7,#N/A N/A,48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1967,54.2,#N/A N/A,58.6,57,51.5,83.8,#N/A N/A,44.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1967,55.6,#N/A N/A,58.7,59.4,51.5,79.6,#N/A N/A,53.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1968,56.6,#N/A N/A,59.3,60.1,53.2,78,#N/A N/A,54.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1968,55,#N/A N/A,58.1,56.6,50.3,76.3,#N/A N/A,53.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1968,53.8,#N/A N/A,55.8,55.7,50.1,76.1,#N/A N/A,50.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1968,58,#N/A N/A,60.1,64.5,53.5,71.5,#N/A N/A,54.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1968,55.3,#N/A N/A,60,56.2,53.1,69.2,#N/A N/A,54,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1968,53.5,#N/A N/A,54.9,54.3,52.6,70.4,#N/A N/A,55,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1968,54.1,#N/A N/A,56.5,54.5,48.2,67.1,#N/A N/A,55.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1968,52.7,#N/A N/A,56.1,53.8,49.5,74.3,#N/A N/A,54.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1968,51.8,#N/A N/A,57,55.4,47.1,72.4,#N/A N/A,42.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1968,55.8,#N/A N/A,61.1,58.5,52.6,70.8,#N/A N/A,44.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1968,58.1,#N/A N/A,59.8,61.3,56.4,69.5,#N/A N/A,43.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1968,56.1,#N/A N/A,60.6,56.7,52.8,76.8,#N/A N/A,46.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1969,54.9,#N/A N/A,57.1,54.4,51.9,77.1,#N/A N/A,44.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1969,57,#N/A N/A,59.1,57.9,56.1,79.6,#N/A N/A,46.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1969,57.1,#N/A N/A,58.8,59.3,53.8,79.4,#N/A N/A,47.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1969,55.2,#N/A N/A,55.1,54.4,52.7,78.8,#N/A N/A,49.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1969,56.7,#N/A N/A,56.3,57.6,52.8,79.3,#N/A N/A,50.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1969,55.5,#N/A N/A,56.9,52.7,53.1,80.9,#N/A N/A,47.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1969,53.1,#N/A N/A,51.2,49.8,53,80.9,#N/A N/A,49.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1969,54.8,#N/A N/A,54.1,51.5,51.2,84.4,#N/A N/A,50.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1969,54.1,#N/A N/A,54.8,50.4,50.3,83.2,#N/A N/A,49.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1969,54.6,#N/A N/A,53.2,51.9,51.3,85.3,#N/A N/A,54.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1969,53.2,#N/A N/A,51.2,50.6,50.4,81.8,#N/A N/A,55.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1969,52,#N/A N/A,50.3,48,49.6,82.2,#N/A N/A,51.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1970,48.7,#N/A N/A,48.1,45.8,46.3,80.6,#N/A N/A,50.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1970,47.4,#N/A N/A,45.9,45.8,43.3,74.5,#N/A N/A,48.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1970,46.9,#N/A N/A,47.3,45.2,44.8,67.8,#N/A N/A,51.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1970,45,#N/A N/A,45.5,45.7,40.7,75.1,#N/A N/A,44.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1970,47.2,#N/A N/A,45.2,45.3,40.8,78.3,#N/A N/A,40.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1970,51.1,#N/A N/A,49.7,53.2,41.4,73.8,#N/A N/A,45.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1970,49.5,#N/A N/A,54.5,52.5,40.6,72.4,#N/A N/A,45.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1970,47.3,#N/A N/A,49.7,51.8,40.1,68.6,#N/A N/A,43.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1970,44.1,#N/A N/A,45.1,44.2,39.5,70.6,#N/A N/A,47.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1970,42.4,#N/A N/A,44.1,44.7,37.6,67.8,#N/A N/A,45.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1970,39.7,#N/A N/A,38.5,43.3,33.8,68.1,#N/A N/A,46.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1970,45.4,#N/A N/A,46.8,51.2,41.4,64.5,#N/A N/A,44.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1971,47.9,#N/A N/A,50.5,55.4,40,65.1,#N/A N/A,47.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1971,54.8,#N/A N/A,60,62.8,47.7,64.6,#N/A N/A,48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1971,51.2,#N/A N/A,54.4,56.2,44.3,67,#N/A N/A,51.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1971,54.5,#N/A N/A,58.1,59.6,45.7,70.8,#N/A N/A,55.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1971,54.2,#N/A N/A,58.9,57,47.4,71.6,#N/A N/A,55.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1971,53.8,#N/A N/A,55.4,57.9,47.5,78.1,#N/A N/A,59,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1971,54.4,#N/A N/A,56.8,57.8,49.5,72.6,#N/A N/A,58.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1971,53.6,#N/A N/A,55.6,58.4,48.4,72.4,#N/A N/A,50.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1971,55.1,#N/A N/A,59.3,61,53,52.3,#N/A N/A,40.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1971,55,#N/A N/A,60.8,61.4,49.8,51.7,#N/A N/A,38.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1971,52.3,#N/A N/A,56.1,55.4,49.3,53.9,#N/A N/A,41.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1971,57.6,#N/A N/A,63.9,63.5,49,65.1,#N/A N/A,47.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1972,59.6,#N/A N/A,65.6,64.8,53.3,79.3,#N/A N/A,48.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1972,60.6,#N/A N/A,67.7,66,54.4,74.1,#N/A N/A,51.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1972,59.8,#N/A N/A,63.5,64.6,53.9,73.9,#N/A N/A,51.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1972,59.3,#N/A N/A,62.6,63,55.9,73.4,#N/A N/A,52.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1972,61.4,#N/A N/A,65.7,66.9,56,71.4,#N/A N/A,53.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1972,58.6,#N/A N/A,62.2,62.1,53.9,70.2,#N/A N/A,49.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1972,60.1,#N/A N/A,65.3,64.7,52.1,70.6,#N/A N/A,46.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1972,61.7,#N/A N/A,63.2,65.1,57.1,70.1,#N/A N/A,55.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1972,65.1,#N/A N/A,68.3,69.3,58.6,67.8,#N/A N/A,56.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1972,67,#N/A N/A,66.9,70.8,59,72,#N/A N/A,63,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1972,69.9,#N/A N/A,72.7,73,61.7,74.5,#N/A N/A,63.4,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1972,70.5,#N/A N/A,71.8,71.9,63.2,78,#N/A N/A,62.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1973,72.1,#N/A N/A,71.1,73.8,67.8,82.9,#N/A N/A,61,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1973,69.6,#N/A N/A,68.5,69,63.2,87.8,#N/A N/A,63.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1973,69.6,#N/A N/A,67.7,68.8,63.6,90,#N/A N/A,61.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1973,67.7,#N/A N/A,65.6,65.9,62.6,88.3,#N/A N/A,59.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1973,64.8,#N/A N/A,59.2,63.5,60.2,89.3,#N/A N/A,59.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1973,65,#N/A N/A,62.7,61,59.7,87.6,#N/A N/A,62.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1973,57.8,#N/A N/A,50.4,49.2,56.4,69.6,#N/A N/A,64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1973,62.7,#N/A N/A,59,59.1,54.9,86.1,#N/A N/A,62.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1973,63.5,#N/A N/A,58.2,60,56.1,92.1,#N/A N/A,62.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1973,66.2,#N/A N/A,58.4,65.4,60.4,92.9,#N/A N/A,66.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
11/1/1973,68.1,#N/A N/A,62,65.2,60.8,97.6,#N/A N/A,63.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
12/1/1973,63.6,#N/A N/A,56,59,58,94.2,#N/A N/A,63.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1/1/1974,62.1,#N/A N/A,55.9,55.7,57.3,95.3,#N/A N/A,62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2/1/1974,58.6,#N/A N/A,49.7,56,51,93.6,#N/A N/A,58.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3/1/1974,61.8,#N/A N/A,55.8,58,56.3,94,#N/A N/A,59.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
4/1/1974,59.9,#N/A N/A,54.5,56.4,53.9,93.5,#N/A N/A,62.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/1/1974,55.7,#N/A N/A,51.6,51.6,51.1,92.3,#N/A N/A,59.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
6/1/1974,54.7,#N/A N/A,50.4,51.9,49.9,88.6,#N/A N/A,55.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
7/1/1974,54.8,#N/A N/A,52,52.6,50.3,90.4,#N/A N/A,54.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
8/1/1974,52.9,#N/A N/A,49.6,50.2,49.2,86.1,#N/A N/A,57,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
9/1/1974,46.2,#N/A N/A,46.3,41.2,44.9,81,#N/A N/A,54.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
10/1/1974,42.7,#N/A N/A,44.3,36.5,45.4,75.7,#N/A N/A,47.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
